addr	state	modules	config_names	config_kinds	verified_name	verified_kind	verdict	proposed	note
0x02148764	CONFIG-PLACEHOLDER	ov100	data_ov100_02148764	bss	DOOR_STAR_8_MODEL_PTR	data	placeholder		
0x0214876c	CONFIG-PLACEHOLDER	ov100	data_ov100_0214876c	bss	OLD_WOOD_DOOR_MODEL_PTR	data	placeholder		
0x02148774	CONFIG-PLACEHOLDER	ov100	data_ov100_02148774	bss	REGULAR_DOOR_1_MODEL_PTR	data	placeholder		
0x0214877c	CONFIG-PLACEHOLDER	ov100	data_ov100_0214877c	bss	DOOR_KEY_HOLE_MODEL_PTR	data	placeholder		
0x02148934	CONFIG-PLACEHOLDER	ov100	data_ov100_02148934	bss	STAR_DOOR_MODEL_PTR	data	placeholder		
0x0214eb00	NO-SLOT	-	-	-	CLPS_BLOCK_PTR	data	no-slot		
0x023c3ff8	NO-SLOT	-	-	-	_ZN3IRQ12IRQCheckBitsE	data	no-slot		
0x023c3ffc	NO-SLOT	-	-	-	_ZN3IRQ14UserIRQAddressE	data	no-slot		
0x023c4000	NO-SLOT	-	-	-	UNUSED_RAM	data	no-slot		
0x023ffda0	NO-SLOT	-	-	-	_ZN6Memory17nextRootHeapStartE	data	no-slot		
0x023ffdc4	NO-SLOT	-	-	-	_ZN6Memory11rootHeapEndE	data	no-slot		
0x027ffe60	NO-SLOT	-	-	-	ROMCTRL_SETTINGS	data	no-slot		
0x04000000	NO-SLOT	-	-	-	reg_GX_DISPCNT	data	no-slot		
0x04000004	NO-SLOT	-	-	-	reg_GX_DISPSTAT	data	no-slot		
0x04000006	NO-SLOT	-	-	-	reg_GX_VCOUNT	data	no-slot		
0x04000008	NO-SLOT	-	-	-	reg_G2_BG0CNT	data	no-slot		
0x0400000a	NO-SLOT	-	-	-	reg_G2_BG1CNT	data	no-slot		
0x0400000c	NO-SLOT	-	-	-	reg_G2_BG2CNT	data	no-slot		
0x0400000e	NO-SLOT	-	-	-	reg_G2_BG3CNT	data	no-slot		
0x04000010	NO-SLOT	-	-	-	reg_G2_BG0OFS	data	no-slot		
0x04000014	NO-SLOT	-	-	-	reg_G2_BG1OFS	data	no-slot		
0x04000018	NO-SLOT	-	-	-	reg_G2_BG2OFS	data	no-slot		
0x0400001c	NO-SLOT	-	-	-	reg_G2_BG3OFS	data	no-slot		
0x04000020	NO-SLOT	-	-	-	reg_G2_BG2PA	data	no-slot		
0x04000022	NO-SLOT	-	-	-	reg_G2_BG2PB	data	no-slot		
0x04000024	NO-SLOT	-	-	-	reg_G2_BG2PC	data	no-slot		
0x04000026	NO-SLOT	-	-	-	reg_G2_BG2PD	data	no-slot		
0x04000028	NO-SLOT	-	-	-	reg_G2_BG2X	data	no-slot		
0x0400002c	NO-SLOT	-	-	-	reg_G2_BG2Y	data	no-slot		
0x04000030	NO-SLOT	-	-	-	reg_G2_BG3PA	data	no-slot		
0x04000032	NO-SLOT	-	-	-	reg_G2_BG3PB	data	no-slot		
0x04000034	NO-SLOT	-	-	-	reg_G2_BG3PC	data	no-slot		
0x04000036	NO-SLOT	-	-	-	reg_G2_BG3PD	data	no-slot		
0x04000038	NO-SLOT	-	-	-	reg_G2_BG3X	data	no-slot		
0x0400003c	NO-SLOT	-	-	-	reg_G2_BG3Y	data	no-slot		
0x04000050	NO-SLOT	-	-	-	reg_GX_BLDCNT	data	no-slot		
0x04000060	NO-SLOT	-	-	-	reg_G3X_DISP3DCNT	data	no-slot		
0x04000130	NO-SLOT	-	-	-	reg_KEYINPUT	data	no-slot		
0x04000210	NO-SLOT	-	-	-	reg_OS_IE	data	no-slot		
0x04000214	NO-SLOT	-	-	-	reg_OS_IF	data	no-slot		
0x04000304	NO-SLOT	-	-	-	reg_GX_POWCNT	data	no-slot		
0x04000358	NO-SLOT	-	-	-	reg_G3X_FOG_COLOR	data	no-slot		
0x04000440	NO-SLOT	-	-	-	GXPORT_MATRIX_MODE	data	no-slot		
0x04000458	NO-SLOT	-	-	-	GXPORT_MTX_LOAD_4x4	data	no-slot		
0x0400045c	NO-SLOT	-	-	-	GXPORT_MTX_LOAD_4x3	data	no-slot		
0x040004c8	NO-SLOT	-	-	-	GXPORT_LIGHT_VECTOR	data	no-slot		
0x040004cc	NO-SLOT	-	-	-	GXPORT_LIGHT_COLOR	data	no-slot		
0x04001000	NO-SLOT	-	-	-	reg_GXS_DB_DISPCNT	data	no-slot		
0x04001008	NO-SLOT	-	-	-	reg_G2S_DB_BG0CNT	data	no-slot		
0x0400100a	NO-SLOT	-	-	-	reg_G2S_DB_BG1CNT	data	no-slot		
0x0400100c	NO-SLOT	-	-	-	reg_G2S_DB_BG2CNT	data	no-slot		
0x0400100e	NO-SLOT	-	-	-	reg_G2S_DB_BG3CNT	data	no-slot		
0x04001030	NO-SLOT	-	-	-	reg_G2S_DB_BG3PA	data	no-slot		
0x04001050	NO-SLOT	-	-	-	reg_GXs_BLDCNT	data	no-slot		
0x05000000	NO-SLOT	-	-	-	bgPalette	data	no-slot		
0x05000200	NO-SLOT	-	-	-	objPalette	data	no-slot		
0x05000400	NO-SLOT	-	-	-	bgPaletteSub	data	no-slot		
0x05000600	NO-SLOT	-	-	-	objPaletteSub	data	no-slot		
0x06000000	NO-SLOT	-	-	-	bgTiles	data	no-slot		
0x06200000	NO-SLOT	-	-	-	bgTilesSub	data	no-slot		
0x06400000	NO-SLOT	-	-	-	objTiles	data	no-slot		
0x06600000	NO-SLOT	-	-	-	objTilesSub	data	no-slot		
